Kisah-Kisah Anjing (Dog Stories);James Herriot;Fiction;Setiap anjing (dan pemiliknya) mempunyai kisah uniknya masing-masingE€¦. James HerriotE€Es Dog Stories adalah kumpulan kisah sejati tentang anjing-anjing dan para pemilik mereka, yang menjadi bagian dari keseharian James Herriot, dokter hewan di pedesaan Yorkshire yang indah. Berbagai kisah di buku ini akan membuat Anda tertawa dan menangis. Ada kisah tentang Gyp, anjing gembala yang hanya menggonggong satu kali dalam hidupnya;;;;;;;;;;;;;;
Jane Eyre;Charlotte Bronte;Fiction;Jane Eyre adalah salah satu karya fiksi klasik terpopuler sepanjang masa. Walaupun miskin dan tidak cantik, Jane memiliki jiwa dan seManga, Manhua & Manhwat yang tak terkalahkan, serta kecerdasan dan keberanian besar. Sebagai anak yatim- piatu, Jane menghabiskan masa kecilnya bersama keluarga bibinya yang kejam. Setelah menyelesaikan pendidikannya di Lowood, dia bekerja sebagai pengajar bagi anak perempuan Mr. Rochester, seorang tuan tanah yang sinis dan misterius. Padang belantara Yorkshire menjadi latar belakang kisah cinta yang lambat laun berkembang antara Jane Eyre dan Mr. Rochester, namun begitu banyak rintangan dan tragedi yang mesti dihadapi, perpisahan yang mesti dijalani sebelum mereka bisa bertemu lagi.;;;;;;;;;;;;;;
The Titans Curse (REPUBLISH) Bahasa Indonesia;Rick Riordan;Fiction;Aku tidak menyukai para Pemburu Artemis. Mereka angkuh, galak, dan benci lelaki. Lebih tidak suka lagi karena mereka berhasil merekrut Bianca di Angelo, blasteran baru. Dia sangat egois karena tega meninggalkan adiknya, Nico, sendirian. Ya, ya, tahu apa aku tentang isi hati para gadis? Tapi, alasan utama aku kesal adalah karena Annabeth sepertinya tertarik untuk berE€Eah, membahasnya pun aku m;;;;;;;;;;;;;;
The Last Olympian;Rick Riordan;Fiction;Akhirnya, ramalan besar itu didengar utuh oleh Percy Jackson saat beberapa hari lagi dia benar-benar akan menginjak usia enam belas tahun. Kekhawatiran memuncak, ketegangan menjadi-jadi. Kronos dan sekutu para Titan menyusun strategi penyerangan penghabisan dari segala penjuru. Seluruh blasteran di perkemahan pun bersiap untuk pertempuran terdahsyat dalam hidup mereka. Bahkan, para dewa pun tak tahu, apakah ini akan jadi akhir dari Olympus, akhir dari peradaban Barat? Istana Poseidon di ambang kehancuran, raksasa terkuat andalan sang penguasa Titan, Typhon, menyerang kota dan bergeming meski diadang bertubi-tubi oleh para dewa. Petir Zeus bahkan tak bisa melukainya! Percy hampir tak punya harapan, kecuali satu jalan keluar yang diususlkan Nico sang putra Hades. Namun, jika keberuntungan tak berpihak kepadanya, tindakan itu bisa berujung pada kematiannya-dan kemusnahan Bangsa Olympia. Petualang Percy, Annabeth, Grover, dan Rachel kali ini akan membuat penggemar seri ini tak berkedip sedikit pun sampai halaman terakhir. [Mizan, Noura Books, Percy Jacksons, Rick Riordan, Novel, Fantasi, Terjemahan];;;;;;;;;;;;;;
1984 (Indonesian Edition);George Orwell;Fiction;Sepanjang hidupnya, Winston berusaha menjadi warga negara yang baik dengan mematuhi setiap aturan Partai meski jauh di dalam hati dan pikirannya bersemayam antipati terhadap kediktatoran yang ada di negaranya. Walaupun begitu, Winston tidak berani melakukan perlawanan secara terbuka. Tidak mengherankan, karena Polisi Pikiran, teleskrin, dan mikrofon tersembunyi membuat privasi hanya serupa fantasi. Bahkan, sejarah ditulis ulang sesuai kehendak Partai. Negara berkuasa mutlak atas rakyatnya. Yang berbeda atau bertentangan akan segera diuapkan. 1984 merupakan satire tajam, menyajikan gambaran tentang luluhnya kehidupan masyarakat totalitarian masa depan yang di dalamnya setiap gerak warga dipelajari, setiap kata yang terucap disadap, dan setiap pemikiran dikendalikan. Hingga kini, 1984 merupakan karya penting Orwell yang mengantarkannya ke puncak kemasyhuran. [Mizan, Bentang Pustaka, Masa Depan, Novel, Terjemahan, Satire, Indonesia];;;;;;;;;;;;;;
Cara Menghentikan Waktu (How to Stop Time);Matt Haig;Fiction;Tom Hazard menyimpan rahasia berbahaya. Ia mungkin tampak seperti pria biasa berusia 41 tahun, tapi karena kondisi medis sangat langka, ia sudah hidup berratus-ratus tahun. Tom pernah jadi bagian sejarahÃEÃEmemainkan musik untuk Shakespeare, mengekspolarasi lautan dengan Captain Cook, dan minum koktail dengan Fitzgerald. Sekarang, ia ha;;;;;;;;;;;;;;
The Great Gatsby;F. Scott Fitzgerald;Fiction;"Inilah kisah uniknya pergaulan manusia antarkelas sosial dengan berbagai karakter yang tak kalah menarik. Nick, pendatang baru di New York. Dia dipercaya orang-orang di sekitarnya untuk menyimpan rahasia mereka. Daisy, meski bermulut pedas, ditaksir banyak laki-laki. Di balik itu, dia selalu berusaha sedemikian rupa menutupi sakit hati karena pengkhianatan suaminya. Tom, suami Daisy sekaligus teman kuliah Nick, lelaki berpendidikan tinggi, kaya, dan berperangai kasar. Dia suka selingkuh, tapi tak suka diselingkuhi. Jordan, perempuan muda yang cantik dan sinis. Dia berpacaran dengan Nick. Darinya, Nick mengetahui perselingkuhan yang dilakukan Daisy dan Tom dengan pasangan masing-masing. Diterbitkan oleh Penerbit Serambi Ilmu Semesta"" (Serambi Group)";;;;;;;;;;;;;;
Candide;Voltaire', 'Widy Mahardika Putra;Fiction;Candide, dongeng filsafat satir yang ditulis oleh Voltaire, bercerita tentang seorang pemuda dari Westphalia bernama Candide dan kisahnya bertualang keliling dunia untuk menyelamatkan kekasihnya, Cunegonde. Candide merupakan seorang yang sangat optimistis meskipun dalam perjalanannya ia selalu menghadapi bencana dan musibah. Sifatnya itu didapat dari gurunya, Pangloss. Melalui novel ini, secara tidak langsung Voltaire menyatakan bahwa dunia merupakan sebuah distopia dan kekejaman manusialah yang membuat dunia ini menjadi tidak sempurna.;;;;;;;;;;;;;;
The House of Hades;Rick Riordan;Fiction;Semua pilihan mengandung risiko. Kau boleh percaya E€¦ atau mengabaikannya. Tapi, ingat, apa tujuanmu? Setelah terjatuh ke Dunia Bawah, Percy dan Annabeth disiksa oleh rasa lapar dan dahaga serta suara tangisan tak terperi yang membuat pikiran mereka kacau. Tak hanya itu, para monster yang telah mereka bunuh pun bermunculan, bermaksud membalas dendam. Sementara di langit, kru Argo II mati-matian mempertahankan kapal dari serangan para putra Gaea, kura-kura raksasa, dan seorang dewa berkaki busuk. Di tengah petualangan menantang itu, kecerdasan dan jiwa kepemimpinan mereka ditantang. Pilihan harus diambil, keputusan besar harus dibuat, sedangkan kematian menghantui dan masa depan dunia menjadi taruhan. Akankah mereka membuat keputusan dan memilih jalan yang tepat? [Mizan, Noura Books, Heroes of Olympus, Rick Riordan, Novel, Fantasi, Terjemahan];;;;;;;;;;;;;;
The Mark Of Athena (Republish);Rick Riordan;Fiction;#1 USA Today #1 Indie Bestseller #1 New York Times Bestseller #1 Wall Street Journal Bestseller Ikuti Tanda Athena Balaskan dendamku Rencana Annabeth nebjemput Percy dengan damai ternyata gagal dilakukan. Leo mengacau dan membuat Perkemahan Jupiter memburunya. Namun, misi Ramalan Tujuh harus tetap dilaksanakan. Dibayangi kejaran para mata-mata dan pasukan demigod Roma, Percy, Frank, Hazel, Jason, Piper, Leo, dan Annabeth tetap berusaha mencegah rencana jahat Gaea, berlayar menuju negeri kuno di Roma. Dalam perjalanan penuh tantangan itu, Annabeth yang baru saja merasakan sedikit kebahagiaan setelah bertemu Percy, menyimpan kegalauan. Titah sang Ibu, Athena, untuk mengikuti Tanda Athena dan menghancurkan Roma terus membebaninya. Haruskah dia mengkhianati Percy dan teman-teman Roma barunya demi mengikuti Tanda Athena? Bersama empat narator, Mark of Athena akan membawa kita ke dalam petualangan melintasi angkasa dan samudra yang penuh jebakan dan teror mengerikan. [Mizan, Noura Books, Nourabooks, The, Heroes, of, Olympus, Novel, Fiksi, Fantasi, Terjemahan, Indonesia];;;;;;;;;;;;;;
The Blood of Olympus;Rick Riordan;Fiction;Kedua perkemahan akan berjuang hingga titik darah penghabisan di Bukit Blasteran, dipersatukan oleh Athena Parthenos. Tapi di sini sekalipun, mereka berdiri di tanah kekuasaan musuh. Karena Gaea adalah bumi. Waktu para blasteran untuk memenuhi ramalan tidak banyak. Ketujuh pemegang ramalan harus bergegas karena kebangkitan Gaea semakin dekat. Bahkan para Dewa tak dapat membantu, mereka harus mengurusi konflik dengan diri mereka sendiri. Pertarungan antara dua perkemahan pun tak terhindarkan. Para monster telah bersiap menyambut para blasteran di berbagai titik di bumi dan di langit. Situasi kian genting, karena darah dua blasteran akan dikurbankan. [Mizan, Noura Books, Heroes of Olympus, Rick Riordan, Novel, Fantasi, Terjemahan];;;;;;;;;;;;;;
Magnus Chase and the Gods of Asgard;Rick Riordan;Fiction;Gawat! Thor kehilangan benda paling berharga miliknya. Apa lagi kalau bukan Mjolnir-palu Thor-yang merupakan senjata paling kuat di Sembilan Dunia. Parahnya, kali ini Mjolnir jatuh ke tangan Thrym, si raja Jotun, yang menyembunyikannya di suatu tempat rahasia. Tanpa Mjolnir musuh-musuh Asgard akan memanfaatkan situasi dan mengerahkan penyerangan. Akibatnya? Mungkin saja bisa memicu terjadinya Ragnarok-peperangan yang menandai akhir dunia. Di dalam mimpi, Magnus didatangi Loki, yang mengaku sudah merancang perjanjian demi mendapatkan Mjolnir kembali. Tapi, ada persyaratannya. Magnus harus membawa calon pengantin perempuan serta maskawin untuk dipersembahkan kepada Thrym. Magnus dan kawan-kawannya tak punya pilihan lain. Mereka mesti segera menjalankan misi pengembalian Mjolnir. Sekalipun memenuhi semua persyaratan itu dalam waktu singkat bukanlah hal mudah. [Mizan, Noura Books, Novel, Fantasi, Terjemahan, Percy, Thor, Asgard, Indonesia];;;;;;;;;;;;;;
The Kane Chronicles 2-The Throne of Fire;RICK RIORDAN;Fiction;Pertarungan melawan Kekacauan terus berlanjut. Sejak dewa-dewi Mesir terlepas ke dunia modern, Carter dan Sadie Kane terlibat banyak masalah. Dan, kini, Apophis, musuh mereka yang paling berbahaya, akan segera bangkit. Satu-satunya cara untuk mengalahkan Apophis adalah dengan membangkitkan Ra, dewa matahari. Masalahnya, tidak ada yang tahu di mana Ra. Bukan hanya itu, untuk membangkitkan Ra, mereka sebelumnya harus menemukan tiga gulungan dari Kitab Ra dan mempelajari mantra yang tepat untuk bisa membacanya. Meski banyak rintangan mengadang, Sadie dan Carter harus berhasil. Karena, jika mereka gagal, maka kiamat akan terjadi. [FIKSI, PETUALANGAN, NOVEL, CERITA, NOURA, NOURA BOOK];;;;;;;;;;;;;;
Komet Minor (unedited version);Tere Liye;Fiction;"Buku ini adalah versi unedited version, naskah original sebelum diedit dan direvisi oleh redaksi Penerbit. Jika kalian hendak memiliki fisik cetaknya, baru terbit Maret 2019. Pertarungan melawan Si Tanpa Mahkota akan berakhir di sini. Siapapun yang menang, semua berakhir di sini, di klan Komet Minor, tempat aliansi Para Pemburu pernah dibentuk, dan pusaka hebat pernah diciptakan. Dalam saga terakhir melawan Si Tanpa Mahkota, aku, Seli dan Ali menemukan teman seperjalanan yang hebat, yang bersama-sama melewati berbagai rintangan. Memahami banyak hal, berlatih teknik baru, dan bertarung bersama-sama. Inilah kisah kami. Tentang persahabatan sejati. Tentang pengorbanan. Tentang ambisi. Tentang memaafkan. Namaku Raib, dan aku bisa menghilang. **** E€EFile PDF naskah buku ini dijual resmi lewat google books (google play store). Jika kalian membaca naskah ini tidak langsung dari aplikasi google books, maka boleh jadi kalian telah membaca naskah ilegal. Kami sangat berharap kalian bersedia menghormati hak penulis dalam nskah ini. Jik""emang tidak punya";;;;;;;;;;;;;;
The Trials of Apollo #2;Rick Riordan;Fiction;Dikhianati sahabat, tidak memiliki kemampuan dewata, dan masih harus menyelamatkan dunia. Oh, betapa Apollo benci menjadi manusia fana! Apollo kembali terjun ke petualangan seru dan menghadapi musuh yang tidak disangka-sangka. Bukan hanya harus bersusah payah menjaga dirinya dan teman-temannya agar tetap hidup, dia juga harus menghadapi masa lalu yang selam aini menghantuinya. Seseorang yang dulu dia sayangi dan kemudian dia khianati, kini muncul kembali untuk menuntut balas dan menginginkan Apollo mati. Bersama Leo, sang pakar mesin dengan tubuh tahan api, dan Calypso, sang nymph yang telah kehilangan kemampuan sihirnya. Apollo berjuang untuk menemukan Oracle paling berbahaya. Bukan saja demi menyelesaikan misi agar Apollo bisa kembali menjadi dewa, tapi juga mencegah para kaisar Romawi yang berencana menguasai dunia.;;;;;;;;;;;;;;
Magnus Chase and the Gods of Asgard #1;Rick Riordan;Fiction;Tak pantas dipilih, tak pantas mati, seorang pahlawan yang tak sanggup diemban Valhalla. Ke timurlah mentari bergerak, sembilan hari lagi, Dan Pedang Musim Panas membebaskan si buas dari belenggunya. Sejak kematian ibundanya oleh si serigala bermata biru, Magnus menggelandang sendirian di jalanan Boston. Dia berusaha bertahan hidup dan melarikan diri dari kejaran polisi dan para pekerja sosial. Hingga suatu hari, seorang pria asing muncul, memberitahukannya sebuah rahasia aneh-Magnus adalah putra Dewa Frey. Magnus sudah sering mengalami hal gila di kesehariannya. Tapi, ternyata, mitos-mitos itu nyata. Sesosok makhluk neraka muncul menyerang Magnus. Ia menginginkan Pedang Musim Panas milik Magnus yang konon bisa memeprcepat kiamat Ragnarok. Perjuangan Magnus baru saja dimulai, dan semuanya berawal dengan kematiannya. [Mizan, Noura Books, Novel, Fantasi, Terjemahan, Percy, Dewa, Asgard, Indonesia];;;;;;;;;;;;;;
The demigod Files;Rick Riordan;Fiction;Demigod Muda yang budiman, Sebenarnya buku ini tidak boleh diperlihatkan kepada anak manusia biasa. Karena di sini banyak peristiwa yang dirahasiakan. Kau akan tahu kebenaran tentang naga perunggu, senjata rahasia baru Hades, dan bagaimana Percy terpaksa terlibat dalam pembuatan senjata itu. Bukannya ingin menakutimu, tapi sangat penting supaya kau menyadari betapa berbahayanya kehidupan seorang pahlawan. Chiron juga telah memberiku izin publikasi beberapa wawancara sangat rahasia dengan sebagian pekemah yang paling berpengaruh. Coba bocorkan informasi ini kepada non-demigod, maka Clarisse akan memburumu dengan lembing elektriknya. Percayalah, kau tak ingin hal itu sampai terjadi. Pelajari buku ini dengan saksama, sebab petualanganmu sendiri mungkin baru dimulai. Semoga para dewa-dewi selalu bersamamu, Demigod Muda! Yang terhormat, Rick Riordan Penulis Senior, Perkemahan Blasteran [Mizan, Noura Book, Fantasy, Indonesia, Magic];;;;;;;;;;;;;;
Truth or Dare;Yoana Dianika', 'Winna Efendi;Fiction;LONG TIME NO SEE Suaramu seperti embusan udara segar saat terdengar di gagang telepon. Apa kabarmu, teman? Semoga waktu memperlakukanmu dengan baik. Oh ya, tentu saja aku juga kangen padamu. Bahkan sampai detik ini, kau selalu ada di speed dial handphone-kuE€Edan juga hatiku. MISS YOU LIKE CRAZY Banyak yang ingin aku ceritakan padamu saat bertemu nanti. Tentang teriknya matahari, tentang indahnya rembulan, tentang ceritaku yang terjadi di antaranya. WISH YOU WERE HERE Tahukah kamu;;;;;;;;;;;;;;
The Kane Chronicles #1: The Red Pyramid;RICK RIORDAN;Fiction;Tragedi malam itu benar-benar mimpi buruk. Seorang manusia api mengurung ayah Carter dan Sadie Kane dalam peti mati dan menenggelamkannya ke bawah lapisan bumi. Kakak beradik itu pun terjebak dalam sebuah petualangan menegangkan yang akan menguak rahasia keluarga mereka. Sebelum menghilang, sang ayah tanpa sengaja telah membangkitkan lima dewa Mesir kuno. Dan, kini salah satu dewa Mesir yang suka membuat onar, Set, mengicar nyawa Carter dan Sadie. Dengan hanya berbekal sedikit pengetahuan tentang kekuatan magis, mereka terus berjuang untuk menyelamatkan diri dan mencari ayah mereka. Mengapa Set mengincar nyawa kakak beradik itu? Mampukah mereka menemukan ayah mereka? E€EPenggabungan mitologi dan dunia modern dengan cara yang genius.E€E E€ESusan Carpenter, Los Angeles Times E€E... petualangan fantasi ini menceritakan hal-hal yang sangat disukai penggemar seri Percy Jackson and the Olympians. Kejutan pada akhir cerita membuat pembac;;;;;;;;;;;;;;
The Hidden Oracle;Rick Riordan;Fiction;Apollo tidak pernah merasa seterhina ini selama empat ribu tahun kehidupannya! Semua orang mengenalnya sebagai dewa paling tampan, paling berbakat, dan paling populer. Namun, kini wujudnya yang mengagumkan berubah menjadi sesosok remaja culun berambut keriting, dengan muka berjerawat dan perut menggelambir bernama Lester Papadopoulos! Sang Dewa Musik tidak lagi memiliki satu kekuatan dewata pun dan tanpa sengaja malah membuat dirinya terikat menjadi pesuruh seorang demigod remaja bernama Meg. Siapa yang membuat Apollo dikutuk menjadi manusia fana dan berakhir di dalam salah satu tong sampah di New York? Apa yang harus dia lakukan demi mendapatkan kembali wujud dewatanya dan pulang ke Olympus? [Mizan, Fantasi, Noura Books, Nourabooks, Novel, Rick Riordan, Percy, Terjemahan, Best Seller, Indonesia];;;;;;;;;;;;;;
Lebih Senyap dari Bisikan;Andina Dwifatma;Fiction;Di akhirat nanti, kalau aku ketemu Tuhan, akan kutanyakan kenapa Dia bikin tubuh perempuan seperti makanan kaleng. Kubayangkan di bawah pusar atau pantatku ada tulisan: Best Before: Mei 2026. Amara dan Baron dikepung pertanyaan mengapa belum punya anak. Aneka usaha untuk hamil nyatanya telah mereka lakukan, dari yang normal hingga ekstrem. Namun, persoalan tidak selesai tatkala Amara hamil dan melahirkan. Ada yang tidak ditulis di buku panduan menjadi orangtua, ada yang tidak pernah disampaikan di utas Program Hamil. Lebih Senyap dari Bisikan merupakan novel kedua Andina Dwifatma, setelah Semusim, dan Semusim Lagi (2013)E€E pemenang Sayembara Novel Dewan Kesenian Jakarta. Novel ini membuka mata pembaca dengan kisah Amara dan pahit manis kehidupan perempuan dalam menemukan apa yang berharga.;;;;;;;;;;;;;;
